,4,8,9,11,12,13,15,20,25,27,28,140,141
730,0,0,0,0,0,0,0,0,0,0,38,0,0
800,0,0,0,0,0,0,0,0,12,0,0,12,0
810,0,14,0,0,0,0,0,0,0,0,0,0,0
845,0,0,0,0,0,0,0,65,0,0,0,0,0
930,0,0,0,36,0,0,0,0,0,0,0,0,0
1100,0,0,19,0,0,0,0,0,0,0,0,0,0
1150,0,0,0,0,0,0,0,0,0,12,0,0,0
1200,0,0,0,0,36,0,36,0,0,0,0,0,0
1315,0,0,0,0,0,9,0,0,0,0,0,0,0
1350,0,0,0,0,0,69,0,0,0,0,0,0,0
1400,0,0,0,8,0,0,19,0,0,0,0,0,0
1500,0,0,0,0,0,0,23,0,0,0,0,0,25
1530,0,0,0,0,36,0,0,0,0,0,0,0,0
1710,14,0,0,0,0,0,0,0,0,0,0,0,0
1800,0,0,0,0,23,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,23,0,0,0,0,0

