,1,2,4,8,11,12,14,15,27,28,92,117,132,140,169
600,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
720,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
730,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
745,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
800,0,0,0,0,0,0,57,16,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
830,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
910,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0
1020,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
1100,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
1230,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
1400,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
1430,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0
1450,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,0,0,0,0,5,0,0,0,0,0,0,0,0,28,0
1530,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1630,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
1700,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
1705,0,18,0,0,0,0,0,0,0,12,0,0,0,0,0
1720,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
1930,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0

