,1,3,4,5,6,11,13,14,19,20,21,24,28,36,129,136,138,139,140
1000,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,0,0,0,0,0,0,0,15,0,0,0,0,0,26,0,0,0,0,0
1130,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
1200,0,8,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0
1210,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,0,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
1500,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
1530,0,0,15,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42
1620,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
1630,0,0,0,0,13,0,0,0,0,0,0,11,0,0,0,0,0,0,0
1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1810,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
1830,0,0,0,15,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0
1920,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,0,0,0,0,57,0,21,0,0,0,0,0,0,0,0,0,0,0,0
2300,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
2310,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2400,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
2500,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0
2600,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0

