,1,2,7,27,117,120,140
400,0,0,0,0,0,0,60
605,0,0,0,0,0,0,54
610,0,29,0,0,0,0,0
615,0,0,52,0,0,0,0
650,0,0,0,0,30,0,0
745,0,21,0,0,0,0,0
830,33,0,0,0,0,0,0
910,21,0,0,0,0,0,0
1000,21,0,0,0,0,0,0
1115,21,0,0,11,0,0,0
1300,4,0,0,0,0,0,0
1330,4,0,0,0,0,0,0
1345,0,0,0,0,0,17,0
1500,21,0,0,0,0,0,0
1510,29,0,0,0,0,0,0
1530,33,0,0,0,0,0,0
1630,0,0,0,0,17,0,0
1635,0,0,0,0,31,0,0
1700,17,0,0,0,0,0,0
2100,26,0,0,0,0,0,6
2345,14,0,0,0,0,0,0

