,2,3,5,6,13,14,17,18,19,20,21,22,26,27,28,29,30,39,117
720,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
750,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
830,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
900,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
920,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,61,0,0
945,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
1100,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1130,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1300,0,0,0,0,0,0,0,5,0,0,0,0,0,18,0,0,0,0,0
1415,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
1430,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
1435,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
1440,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
1645,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
1700,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1740,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1815,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
1830,0,0,0,0,0,14,0,20,0,41,0,0,0,0,0,0,0,0,0
1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
1900,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1920,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
1930,0,0,0,0,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0
1945,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,52,0,0,0,74,0,0,0,0,0,0,0
2045,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
2120,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0
2130,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,15,0,0,0
2140,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2210,0,0,62,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
2225,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
2230,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
2255,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
2310,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
2330,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2345,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,0,0,0,34,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2530,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,35
2600,0,0,0,0,0,0,0,0,0,35,21,0,0,0,23,0,0,0,0

