,2,7,8,9,10,12,13,15,16,18,19,20,21,25,27,28,38,40,116,119
500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
730,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
755,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
940,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
1200,0,0,0,0,0,0,0,12,23,0,0,0,0,0,0,0,0,0,0,0
1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
1330,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
1530,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,17,0
1550,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0
1620,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
1630,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,0,0,0,0,0,0,0,0,0,0,0,34,0,0,30,0,0,0,0,0
1730,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,0,0,0,0,0,0,0,0,0,23,0,0,0,0,55,0,0,0,0,0
1820,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
1830,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,45,0,0,0
1900,0,10,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
2000,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0
2030,0,0,0,0,0,0,0,16,0,0,17,0,0,0,0,0,0,0,0,0
2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
2200,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
2700,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0

