,5,11,12,13,14,15,19,20,22,28,30,41,140
600,0,0,0,58,0,0,0,0,0,8,0,0,0
720,0,0,0,0,0,0,0,0,0,7,0,0,0
730,0,0,0,0,0,10,0,0,0,0,0,0,0
750,0,0,0,0,0,0,0,0,0,0,0,0,13
800,0,0,0,0,0,0,0,0,20,0,0,0,0
830,0,0,0,0,0,0,0,42,0,0,0,0,0
900,14,0,0,0,0,0,0,0,0,0,0,0,0
1000,7,0,0,0,0,0,0,0,0,0,0,0,0
1030,0,0,69,0,0,0,0,0,0,0,0,0,0
1115,0,0,0,0,0,0,0,0,0,14,0,0,0
1300,0,0,0,0,0,0,0,0,0,0,0,15,0
1400,0,0,0,19,0,0,0,0,0,0,0,0,0
1440,0,15,0,0,0,0,0,0,0,0,0,0,0
1500,0,0,0,0,0,0,0,0,0,0,24,0,0
1550,0,0,0,9,0,0,0,0,0,0,0,0,0
1700,0,6,0,0,0,0,0,0,0,26,0,0,0
1705,0,0,0,0,0,0,0,0,0,0,32,0,0
1745,0,0,0,0,10,0,0,0,0,0,0,0,0
1750,0,0,0,0,0,0,0,0,0,37,0,0,0
1915,0,0,0,0,0,0,0,0,0,33,0,0,0
1945,0,0,0,0,0,0,0,0,0,19,0,0,0
1950,0,0,0,0,30,0,0,0,0,0,0,0,0
2000,0,122,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,42,0,0,0,0,0
2025,0,11,0,0,0,0,0,0,0,0,0,0,0
2030,0,0,0,0,0,0,0,0,0,0,0,0,16
2100,0,0,0,0,0,0,0,0,0,0,27,0,0
2405,0,0,0,0,0,0,5,0,0,0,0,0,0
2600,0,28,0,0,0,0,0,0,0,0,0,0,0
2610,0,0,0,33,0,0,0,0,0,0,0,0,0

