,2,4,7,8,9,11,12,15,33,93
750,0,0,0,15,0,0,0,0,0,0
900,0,0,0,0,20,0,0,0,0,0
1000,0,8,0,0,0,0,0,0,0,0
1100,0,0,0,0,20,0,0,0,0,0
1140,0,0,0,0,35,0,0,0,0,0
1200,39,0,84,0,0,0,0,0,0,0
1330,0,0,11,0,0,0,0,0,0,19
1400,0,0,0,0,0,0,0,35,0,0
1415,0,0,0,11,0,0,0,0,0,0
1430,0,0,0,19,0,0,0,0,0,0
1600,0,0,0,0,0,0,0,0,23,0
1745,0,0,0,0,0,10,0,0,0,0
1830,0,0,0,0,0,0,19,0,0,0
2030,0,0,0,0,0,0,0,50,0,0
2200,0,0,0,35,0,0,0,0,0,0

