,3,13,28,37,38,39,40,42,60,106
630,0,0,0,0,0,0,16,0,0,0
800,0,0,0,0,18,0,0,0,0,0
815,0,0,0,0,0,20,0,0,0,0
845,47,0,0,0,0,0,0,0,0,0
1100,0,0,0,0,0,14,0,0,0,0
1230,0,0,0,0,20,0,0,0,0,0
1340,0,0,0,5,0,0,0,0,0,0
1700,0,15,0,0,0,0,0,13,0,0
1730,0,0,29,0,0,0,0,0,0,0
1915,0,0,0,0,0,0,0,0,0,12
2330,0,0,0,0,0,0,0,0,18,0

