,15,16,18,19,20,21,22,23,24,25,26,27,28,32,37,40,43,140,145
600,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,18,0
645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
700,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1045,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
1100,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
1245,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
1410,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
1600,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,0,0,53,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1725,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
1745,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
2030,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
2040,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,0,0,0,23,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
2115,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
2215,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0

