,8,9,10,15,23,24,27,31,34,40,102,109,140
530,0,0,0,0,14,0,0,0,0,0,0,0,0
750,22,0,0,0,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,0,0,0,14
810,0,0,0,0,0,0,0,0,17,0,0,0,0
820,0,0,0,0,0,0,14,0,0,0,0,0,0
830,0,0,0,0,0,0,0,0,0,0,0,11,0
1000,0,0,0,0,13,0,0,0,0,0,0,0,0
1005,0,0,0,0,0,0,28,0,0,0,0,0,0
1010,0,0,0,0,0,20,0,0,0,0,0,0,0
1030,0,0,0,0,0,5,0,0,0,0,0,0,0
1045,0,0,0,0,13,0,0,0,0,0,0,0,0
1100,0,0,0,0,0,0,0,0,0,0,0,0,24
1115,0,0,11,0,0,0,0,0,0,0,0,0,0
1130,0,0,0,0,20,0,0,21,0,0,0,0,0
1300,0,0,0,0,0,0,5,0,0,0,0,0,0
1330,82,0,0,0,0,0,0,0,0,0,0,0,0
1350,0,0,0,0,17,0,0,0,0,17,0,0,0
1420,0,0,0,0,20,0,0,0,0,0,0,0,0
1445,0,0,52,0,0,11,0,0,0,0,0,0,0
1500,0,0,0,8,20,0,0,0,0,0,0,0,0
1545,0,0,0,0,0,0,0,0,10,0,0,0,0
1550,0,0,0,0,0,0,0,0,0,0,55,0,0
1730,0,0,0,0,0,0,46,0,0,0,0,0,0
1750,0,0,0,9,0,0,0,0,0,0,0,0,0
2015,0,10,0,0,0,0,0,0,0,0,0,0,0
2200,0,0,0,0,133,0,0,0,0,0,0,0,0

