,8,10,15,16,18,19,20,21,22,23,25,26,27,28,31,33,34,129,140,142
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
730,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
825,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,21,0
900,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
1115,0,0,12,16,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
1130,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
1215,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
1235,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
1245,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,28,0,0,0,0
1325,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
1400,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0
1430,0,0,0,0,0,0,0,0,0,0,21,0,0,14,0,0,0,0,0,0
1500,0,0,0,18,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
1600,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,10,0,0,0
1800,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0
1830,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
1900,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
1910,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
1930,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
1945,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,14,0,0,0,0,19,0,0,0,0,0,0,0,0
2025,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
2115,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2200,0,34,0,0,0,0,0,0,0,10,0,0,0,18,0,0,0,0,0,0
2210,0,0,0,0,0,0,0,43,0,0,19,0,0,0,0,0,0,0,0,0
2220,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
2410,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
2500,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0

