,1,2,3,4,5,9,11,20,27,28,95,138,140
600,0,0,0,0,0,0,0,0,0,0,0,0,16
700,0,0,0,0,0,0,0,0,0,0,0,0,18
730,0,0,0,0,0,8,0,0,0,15,0,0,0
800,0,5,0,0,0,0,0,0,0,0,0,0,0
810,0,0,16,0,0,0,0,0,0,0,0,0,0
830,0,0,0,0,0,0,0,0,0,19,0,0,0
850,0,0,0,0,0,0,0,0,0,20,0,0,0
1000,0,0,0,0,0,0,0,0,0,13,0,0,0
1115,16,0,0,0,0,0,0,12,0,0,0,0,0
1120,0,0,0,0,15,0,0,0,0,0,0,0,0
1200,0,0,0,15,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0,0,0,19,0,0,0
1400,0,0,0,0,15,0,0,0,0,0,0,16,0
1430,0,0,0,30,0,0,0,0,0,0,7,0,0
1450,0,0,0,0,0,0,0,0,0,0,0,0,21
1500,0,0,18,0,0,0,0,0,0,0,0,0,0
1520,0,0,0,0,0,0,0,0,0,15,0,0,0
1630,0,0,0,30,0,0,0,0,0,0,0,0,0
1900,0,0,0,0,0,0,0,0,23,0,0,0,70
2030,0,0,0,0,0,0,21,0,0,0,0,0,0
2500,0,0,0,0,0,0,0,0,0,0,0,0,54
2615,0,0,0,41,0,0,0,0,0,0,0,0,0

