,20,26,28,30,32,34,35,37,42
605,31,0,0,0,0,0,0,0,0
640,0,0,0,0,0,0,17,0,0
700,0,0,17,0,0,0,0,0,0
800,0,96,0,0,0,102,0,0,32
900,0,0,5,0,0,0,0,0,0
915,0,0,10,0,0,0,0,0,0
1000,49,0,0,0,0,0,0,0,0
1045,0,0,4,0,0,0,0,0,0
1100,0,0,0,16,0,0,0,0,0
1215,0,0,0,5,0,0,0,0,0
1320,0,0,0,0,0,0,26,0,0
1415,0,0,9,0,0,0,0,0,0
1430,0,0,0,0,0,22,0,0,0
1500,0,0,69,0,0,20,0,0,0
1615,0,0,0,0,0,0,0,65,0
1630,0,0,0,0,8,0,0,0,0
1800,18,0,0,0,0,0,0,0,0
2000,0,0,0,0,21,0,0,0,0
2330,23,0,0,0,0,0,0,0,0

